,Tag Combination,Count
104,"('cuisines of origin_mapped_clean_Italian', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Crackers', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
105,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Flaky', 'textures described_mapped_clean_Soft', 'types of snack does it describe_mapped_clean_Crackers', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
106,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Crackers')",1
107,"('explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Scoopable', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_At a party', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
108,"('ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_creamy', 'types of snack does it describe_mapped_clean_Corn')",1
109,"('explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_No preservatives', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Scoopable', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests')",1
110,"('explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
111,"('explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Scoopable', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_At a party', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
112,"('ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Crisps', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
97,"('explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Barbecue', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Puffs', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_At a party', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
96,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Crackers')",1
95,"('explicitly claimed health or lifestyle benefits_mapped_clean_Low fat or Reduced fat', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Popped', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
86,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Spicy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
80,"('explicitly claimed health or lifestyle benefits_mapped_clean_Low fat or Reduced fat', 'ingredients mentioned in the flavor names_mapped_clean_Bacon', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Popped', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Potato')",1
81,"('ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lemon', 'ingredients mentioned in the flavor names_mapped_clean_Yogurt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_as an alternative to potato crisps')",1
82,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lemon', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Umami', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato', 'types of snack does it describe_mapped_clean_Vegetable')",1
83,"('calorie count specified_mapped_clean_Specified', 'explicitly claimed health or lifestyle benefits_mapped_clean_Low calories', 'multipack or single serving_mapped_clean_Multipack', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_Product Mix', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
84,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Pairing with drinks', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
85,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla')",1
87,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Pairing with drinks', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
94,"('explicitly claimed health or lifestyle benefits_mapped_clean_Low fat or Reduced fat', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Popped', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
88,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Brain fuel / focus', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
89,"('ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Paw shaped', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Rice-cakes')",1
90,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Pizza', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
91,"('ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
92,"('ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
93,"('ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
187,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Soft', 'textures described_mapped_clean_Tender', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Puffs')",1
189,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Smoky', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Meaty', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn')",1
336,"('multipack or single serving_mapped_clean_Single Serving', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Smoky', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Snack Mix, Trail Mix', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
299,"('explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Pitta')",1
283,"('explicitly claimed health or lifestyle benefits_mapped_clean_Low fat or Reduced fat', 'explicitly claimed health or lifestyle benefits_mapped_clean_Wholegrain', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'types of snack does it describe_mapped_clean_Wholegrain', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
284,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Round', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Meaty', 'types of snack does it describe_mapped_clean_Chips', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Complement a meal', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
285,"('ingredients mentioned in the flavor names_mapped_clean_Barbecue', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Clusters', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Snack Mix, Trail Mix')",1
286,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
287,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Coated', 'preparation or cooking method_mapped_clean_Roasted', 'preparation or cooking method_mapped_clean_Stewed', 'preparation or cooking method_mapped_clean_Toasted', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Nuts')",1
288,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Earthy', 'taste profile_mapped_clean_Savory', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
289,"('ingredients mentioned in the flavor names_mapped_clean_Bacon', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'types of snack does it describe_mapped_clean_Corn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
290,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Round', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
291,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Nuts', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Nuts', 'types of snack does it describe_mapped_clean_Popped', 'types of snack does it describe_mapped_clean_Seeds', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
292,"('explicitly claimed health or lifestyle benefits_mapped_clean_Nutritious', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Popped', 'taste profile_mapped_clean_Savory', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Popped', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
293,"('ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
294,"('ingredients mentioned in the flavor names_mapped_clean_Chocolate', 'ingredients mentioned in the flavor names_mapped_clean_Fruit', 'ingredients mentioned in the flavor names_mapped_clean_Vanilla', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Sweet', 'textures described_mapped_clean_creamy', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_As a treat')",1
295,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Puffs')",1
296,"('cuisines of origin_mapped_clean_Mediterranean', 'explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Olive Oil', 'multipack or single serving_mapped_clean_Not specified', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Dried', 'taste profile_mapped_clean_Buttery', 'taste profile_mapped_clean_Herbal', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Seeds')",1
297,"('cuisines of origin_mapped_clean_Mediterranean', 'explicitly claimed health or lifestyle benefits_mapped_clean_Gluten free', 'explicitly claimed health or lifestyle benefits_mapped_clean_No artificial colouring', 'explicitly claimed health or lifestyle benefits_mapped_clean_non Genetically Modified non GMO', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Olive Oil', 'multipack or single serving_mapped_clean_Not specified', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Buttery', 'taste profile_mapped_clean_Herbal', 'types of snack does it describe_mapped_clean_Chickpea', 'types of snack does it describe_mapped_clean_Crisps')",1
282,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla')",1
281,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
